x,y,MAX_REL_HUMIDITY_FLAG,TOTAL_RAIN_FLAG,MEAN_TEMPERATURE_FLAG,MIN_TEMPERATURE,COOLING_DEGREE_DAYS,MAX_TEMPERATURE,TOTAL_SNOW_FLAG,SPEED_MAX_GUST,SNOW_ON_GROUND,MIN_REL_HUMIDITY_FLAG,MEAN_TEMPERATURE,TOTAL_PRECIPITATION_FLAG,CLIMATE_IDENTIFIER,SPEED_MAX_GUST_FLAG,DIRECTION_MAX_GUST_FLAG,STATION_NAME,COOLING_DEGREE_DAYS_FLAG,TOTAL_PRECIPITATION,MAX_TEMPERATURE_FLAG,DIRECTION_MAX_GUST,TOTAL_RAIN,SNOW_ON_GROUND_FLAG,ID,LOCAL_DATE,MIN_TEMPERATURE_FLAG,LOCAL_MONTH,MIN_REL_HUMIDITY,PROVINCE_CODE,LOCAL_YEAR,HEATING_DEGREE_DAYS,MAX_REL_HUMIDITY,TOTAL_SNOW,LOCAL_DAY,HEATING_DEGREE_DAYS_FLAG
-119.60222222222222,49.4625,,M,E,-0.8,0,14.7,M,35,,,7,M,1126146,,,PENTICTON A,E,,,1,,,1126146.2012.5.10,2012-05-10 00:00:00,E,5,,BC,2012,11,,,10,E
-119.60222222222222,49.4625,,,,-0.6,0,18.2,,0,,,8.8,,1126146,,,PENTICTON A,,0,,0,0,,1126146.2012.5.11,2012-05-11 00:00:00,,5,,BC,2012,9.2,,0,11,
-119.60222222222222,49.4625,,,,0.2,0,24.3,,37,,,12.3,,1126146,,,PENTICTON A,,0,,17,0,,1126146.2012.5.12,2012-05-12 00:00:00,,5,,BC,2012,5.7,,0,12,
-119.60222222222222,49.4625,,,,5.6,0,27.1,,35,,,16.4,,1126146,,,PENTICTON A,,0,,17,0,,1126146.2012.5.13,2012-05-13 00:00:00,,5,,BC,2012,1.6,,0,13,
-119.60222222222222,49.4625,,,,4.9,0,26.5,,0,,,15.7,,1126146,,,PENTICTON A,,0,,0,0,,1126146.2012.5.14,2012-05-14 00:00:00,,5,,BC,2012,2.3,,0,14,
-119.60222222222222,49.4625,,,,7.4,0.4,29.3,,39,,,18.4,,1126146,,,PENTICTON A,,0,,1,0,,1126146.2012.5.15,2012-05-15 00:00:00,,5,,BC,2012,0,,0,15,
-119.60222222222222,49.4625,,T,,11.1,0,23.1,,50,,,17.1,T,1126146,,,PENTICTON A,,0,,1,0,,1126146.2012.5.16,2012-05-16 00:00:00,,5,,BC,2012,0.9,,0,16,
-119.60222222222222,49.4625,,,,2.8,0,20.3,,69,,,11.6,,1126146,,,PENTICTON A,,0,,36,0,,1126146.2012.5.17,2012-05-17 00:00:00,,5,,BC,2012,6.4,,0,17,
-119.60222222222222,49.4625,,,,9.3,0,20.7,,50,,,15,,1126146,,,PENTICTON A,,0.2,,17,0.2,,1126146.2012.5.20,2012-05-20 00:00:00,,5,,BC,2012,3,,0,20,
-119.60222222222222,49.4625,,,,7.6,0,19.5,,41,,,13.6,,1126146,,,PENTICTON A,,0.4,,27,0.4,,1126146.2012.5.22,2012-05-22 00:00:00,,5,,BC,2012,4.4,,0,22,
-119.60222222222222,49.4625,,,,7.1,0,20,,0,,,13.6,,1126146,,,PENTICTON A,,0.2,,0,0.2,,1126146.2012.5.23,2012-05-23 00:00:00,,5,,BC,2012,4.4,,0,23,
-119.60222222222222,49.4625,,T,,0.4,0,19.6,,35,,,10,T,1126146,,,PENTICTON A,,0,,11,0,,1126146.2012.5.24,2012-05-24 00:00:00,,5,,BC,2012,8,,0,24,
-119.60222222222222,49.4625,,,,4.8,0,25.3,,33,,,15.1,,1126146,,,PENTICTON A,,0,,1,0,,1126146.2012.5.26,2012-05-26 00:00:00,,5,,BC,2012,2.9,,0,26,
-119.60222222222222,49.4625,,,,3.8,0,26.7,,50,,,15.3,,1126146,,,PENTICTON A,,0,,23,0,,1126146.2012.5.27,2012-05-27 00:00:00,,5,,BC,2012,2.7,,0,27,
-119.60222222222222,49.4625,,T,,4.8,0,24.6,,43,,,14.7,T,1126146,,,PENTICTON A,,0,,2,0,,1126146.2012.5.28,2012-05-28 00:00:00,,5,,BC,2012,3.3,,0,28,
-119.60222222222222,49.4625,,T,,11.6,0,20.5,,43,,,16.1,T,1126146,,,PENTICTON A,,0,,3,0,,1126146.2012.5.29,2012-05-29 00:00:00,,5,,BC,2012,1.9,,0,29,
-119.60222222222222,49.4625,,,,12.8,0,22.4,,32,,,17.6,,1126146,,,PENTICTON A,,0.6,,17,0.6,,1126146.2012.5.31,2012-05-31 00:00:00,,5,,BC,2012,0.4,,0,31,
-119.60222222222222,49.4625,,,,12.1,1,25.9,,43,,,19,,1126146,,,PENTICTON A,,0.4,,36,0.4,,1126146.2012.6.1,2012-06-01 00:00:00,,6,,BC,2012,0,,0,1,
-119.60222222222222,49.4625,,T,,13.3,0.4,23.4,,43,,,18.4,T,1126146,,,PENTICTON A,,0,,2,0,,1126146.2012.6.2,2012-06-02 00:00:00,,6,,BC,2012,0,,0,2,
-119.60222222222222,49.4625,,,,8.6,0,19.3,,33,,,14,,1126146,,,PENTICTON A,,0,,17,0,,1126146.2012.6.3,2012-06-03 00:00:00,,6,,BC,2012,4,,0,3,
-119.60222222222222,49.4625,,,,11,0,14.1,,0,,,12.6,,1126146,,,PENTICTON A,,1.2,,0,1.2,,1126146.2012.6.4,2012-06-04 00:00:00,,6,,BC,2012,5.4,,0,4,
-119.60222222222222,49.4625,,,,11.7,0,16.2,,0,,,14,,1126146,,,PENTICTON A,,11.4,,0,11.4,,1126146.2012.6.5,2012-06-05 00:00:00,,6,,BC,2012,4,,0,5,
-119.60222222222222,49.4625,,,,8.3,0,13.3,,0,,,10.8,,1126146,,,PENTICTON A,,6,,0,6,,1126146.2012.6.6,2012-06-06 00:00:00,,6,,BC,2012,7.2,,0,6,
-119.60222222222222,49.4625,,,,1.8,0,14.1,,41,,,8,,1126146,,,PENTICTON A,,1.9,,13,1.9,,1126146.2012.6.7,2012-06-07 00:00:00,,6,,BC,2012,10,,0,7,
-119.60222222222222,49.4625,,,,7.7,0,16.8,,33,,,12.3,,1126146,,,PENTICTON A,,7.4,,17,7.4,,1126146.2012.6.8,2012-06-08 00:00:00,,6,,BC,2012,5.7,,0,8,
-119.60222222222222,49.4625,,,,8.7,0,13.6,,0,,,11.2,,1126146,,,PENTICTON A,,9.4,,0,9.4,,1126146.2012.6.9,2012-06-09 00:00:00,,6,,BC,2012,6.8,,0,9,
-119.60222222222222,49.4625,,,,8.2,0,25.8,,0,,,17,,1126146,,,PENTICTON A,,0,,0,0,,1126146.2012.6.10,2012-06-10 00:00:00,,6,,BC,2012,1,,0,10,
-119.60222222222222,49.4625,,,,6.6,0,26,,44,,,16.3,,1126146,,,PENTICTON A,,0,,18,0,,1126146.2012.6.11,2012-06-11 00:00:00,,6,,BC,2012,1.7,,0,11,
-119.60222222222222,49.4625,,,,8.8,0,22,,0,,,15.4,,1126146,,,PENTICTON A,,0.6,,0,0.6,,1126146.2012.6.12,2012-06-12 00:00:00,,6,,BC,2012,2.6,,0,12,
-119.60222222222222,49.4625,,,,12.1,0,23.5,,46,,,17.8,,1126146,,,PENTICTON A,,1.6,,27,1.6,,1126146.2012.6.13,2012-06-13 00:00:00,,6,,BC,2012,0.2,,0,13,
-119.60222222222222,49.4625,,,,5.3,0,19.5,,61,,,12.4,,1126146,,,PENTICTON A,,4.6,,13,4.6,,1126146.2012.6.14,2012-06-14 00:00:00,,6,,BC,2012,5.6,,0,14,
-119.60222222222222,49.4625,,,,5.1,0,24.2,,0,,,14.7,,1126146,,,PENTICTON A,,0,,0,0,,1126146.2012.6.15,2012-06-15 00:00:00,,6,,BC,2012,3.3,,0,15,
-119.60222222222222,49.4625,,,,12.5,0,21.1,,41,,,16.8,,1126146,,,PENTICTON A,,3.4,,16,3.4,,1126146.2012.6.16,2012-06-16 00:00:00,,6,,BC,2012,1.2,,0,16,
-119.60222222222222,49.4625,,,,13.7,1.1,24.4,,46,,,19.1,,1126146,,,PENTICTON A,,0.2,,24,0.2,,1126146.2012.6.17,2012-06-17 00:00:00,,6,,BC,2012,0,,0,17,
-119.60222222222222,49.4625,,,,11.3,0,20.4,,35,,,15.9,,1126146,,,PENTICTON A,,1.2,,2,1.2,,1126146.2012.6.18,2012-06-18 00:00:00,,6,,BC,2012,2.1,,0,18,
-119.60222222222222,49.4625,,,,7.2,0,25.6,,43,,,16.4,,1126146,,,PENTICTON A,,0,,18,0,,1126146.2012.6.20,2012-06-20 00:00:00,,6,,BC,2012,1.6,,0,20,
-119.60222222222222,49.4625,,,,11.8,0.8,25.8,,0,,,18.8,,1126146,,,PENTICTON A,,0,,0,0,,1126146.2012.6.21,2012-06-21 00:00:00,,6,,BC,2012,0,,0,21,
-119.60222222222222,49.4625,,,,14.5,2.7,26.8,,61,,,20.7,,1126146,,,PENTICTON A,,15.6,,15,15.6,,1126146.2012.6.22,2012-06-22 00:00:00,,6,,BC,2012,0,,0,22,
-119.60222222222222,49.4625,,,,15,0,21,,39,,,18,,1126146,,,PENTICTON A,,16.2,,20,16.2,,1126146.2012.6.23,2012-06-23 00:00:00,,6,,BC,2012,0,,0,23,
-119.60222222222222,49.4625,,,,12.1,0,21,,0,,,16.6,,1126146,,,PENTICTON A,,2.2,,0,2.2,,1126146.2012.6.24,2012-06-24 00:00:00,,6,,BC,2012,1.4,,0,24,
-119.60222222222222,49.4625,,,,8.9,0,18.2,,39,,,13.6,,1126146,,,PENTICTON A,,0.4,,17,0.4,,1126146.2012.6.26,2012-06-26 00:00:00,,6,,BC,2012,4.4,,0,26,
-119.60222222222222,49.4625,,,,8,0,23.2,,46,,,15.6,,1126146,,,PENTICTON A,,0,,18,0,,1126146.2012.6.27,2012-06-27 00:00:00,,6,,BC,2012,2.4,,0,27,
-119.60222222222222,49.4625,,,,9.7,0.7,27.7,,48,,,18.7,,1126146,,,PENTICTON A,,0.2,,19,0.2,,1126146.2012.6.28,2012-06-28 00:00:00,,6,,BC,2012,0,,0,28,
-119.60222222222222,49.4625,,,,14.2,3.1,27.9,,41,,,21.1,,1126146,,,PENTICTON A,,0.4,,18,0.4,,1126146.2012.6.29,2012-06-29 00:00:00,,6,,BC,2012,0,,0,29,
-119.60222222222222,49.4625,,,,1.8,0,27.9,,0,,,14.9,,1126146,,,PENTICTON A,,11.4,,0,11.4,,1126146.2012.6.30,2012-06-30 00:00:00,,6,,BC,2012,3.1,,0,30,
-119.60222222222222,49.4625,,,,14.9,2.3,25.7,,0,,,20.3,,1126146,,,PENTICTON A,,9.2,,0,9.2,,1126146.2012.7.1,2012-07-01 00:00:00,,7,,BC,2012,0,,0,1,
-119.60222222222222,49.4625,,,,10.7,0,24.4,,39,,,17.6,,1126146,,,PENTICTON A,,0,,2,0,,1126146.2012.7.2,2012-07-02 00:00:00,,7,,BC,2012,0.4,,0,2,
-119.60222222222222,49.4625,,,,12.4,0,21.3,,57,,,16.9,,1126146,,,PENTICTON A,,5.4,,27,5.4,,1126146.2012.7.3,2012-07-03 00:00:00,,7,,BC,2012,1.1,,0,3,
-119.60222222222222,49.4625,,,,5,0,24.5,,0,,,14.8,,1126146,,,PENTICTON A,,0,,0,0,,1126146.2012.7.4,2012-07-04 00:00:00,,7,,BC,2012,3.2,,0,4,
-119.60222222222222,49.4625,,,,7.9,0,26.5,,0,,,17.2,,1126146,,,PENTICTON A,,0,,0,0,,1126146.2012.7.5,2012-07-05 00:00:00,,7,,BC,2012,0.8,,0,5,
-119.60222222222222,49.4625,,,,9.4,2,30.5,,0,,,20,,1126146,,,PENTICTON A,,0,,0,0,,1126146.2012.7.6,2012-07-06 00:00:00,,7,,BC,2012,0,,0,6,
-119.60222222222222,49.4625,,,,10.5,2.2,29.9,,0,,,20.2,,1126146,,,PENTICTON A,,0,,0,0,,1126146.2012.7.7,2012-07-07 00:00:00,,7,,BC,2012,0,,0,7,
-119.60222222222222,49.4625,,,,14.1,5.3,32.4,,0,,,23.3,,1126146,,,PENTICTON A,,0,,0,0,,1126146.2012.7.8,2012-07-08 00:00:00,,7,,BC,2012,0,,0,8,
-119.60222222222222,49.4625,,,,19.6,7.6,31.6,,52,,,25.6,,1126146,,,PENTICTON A,,1.2,,1,1.2,,1126146.2012.7.9,2012-07-09 00:00:00,,7,,BC,2012,0,,0,9,
-119.60222222222222,49.4625,,,,15.5,6.2,32.8,,0,,,24.2,,1126146,,,PENTICTON A,,0.2,,0,0.2,,1126146.2012.7.10,2012-07-10 00:00:00,,7,,BC,2012,0,,0,10,
-119.60222222222222,49.4625,,,,13.2,5.1,33,,0,,,23.1,,1126146,,,PENTICTON A,,0,,0,0,,1126146.2012.7.12,2012-07-12 00:00:00,,7,,BC,2012,0,,0,12,
-119.60222222222222,49.4625,,,,18.5,9.1,35.6,,57,,,27.1,,1126146,,,PENTICTON A,,0.8,,24,0.8,,1126146.2012.7.13,2012-07-13 00:00:00,,7,,BC,2012,0,,0,13,
-119.60222222222222,49.4625,,,,18,5.6,29.1,,0,,,23.6,,1126146,,,PENTICTON A,,0,,0,0,,1126146.2012.7.14,2012-07-14 00:00:00,,7,,BC,2012,0,,0,14,
-119.60222222222222,49.4625,,,,15.2,4,28.7,,56,,,22,,1126146,,,PENTICTON A,,0.8,,16,0.8,,1126146.2012.7.15,2012-07-15 00:00:00,,7,,BC,2012,0,,0,15,
-119.60222222222222,49.4625,,,,14.3,4.7,31,,0,,,22.7,,1126146,,,PENTICTON A,,0,,0,0,,1126146.2012.7.16,2012-07-16 00:00:00,,7,,BC,2012,0,,0,16,
-119.60222222222222,49.4625,,,,17.5,5,28.5,,54,,,23,,1126146,,,PENTICTON A,,0,,19,0,,1126146.2012.7.17,2012-07-17 00:00:00,,7,,BC,2012,0,,0,17,
-119.60222222222222,49.4625,,,,17.6,7,32.4,,67,,,25,,1126146,,,PENTICTON A,,6.8,,24,6.8,,1126146.2012.7.20,2012-07-20 00:00:00,,7,,BC,2012,0,,0,20,
-119.60222222222222,49.4625,,,,15.9,3.7,27.4,,41,,,21.7,,1126146,,,PENTICTON A,,0,,18,0,,1126146.2012.7.21,2012-07-21 00:00:00,,7,,BC,2012,0,,0,21,
-119.60222222222222,49.4625,,,,11.6,2.7,29.8,,63,,,20.7,,1126146,,,PENTICTON A,,0,,1,0,,1126146.2012.7.22,2012-07-22 00:00:00,,7,,BC,2012,0,,0,22,
-119.60222222222222,49.4625,,,,11.4,0,19.3,,46,,,15.4,,1126146,,,PENTICTON A,,2.4,,5,2.4,,1126146.2012.7.23,2012-07-23 00:00:00,,7,,BC,2012,2.6,,0,23,
-119.60222222222222,49.4625,,,,11.1,1.4,27.6,,0,,,19.4,,1126146,,,PENTICTON A,,0,,0,0,,1126146.2012.7.24,2012-07-24 00:00:00,,7,,BC,2012,0,,0,24,
-119.60222222222222,49.4625,,,,13.6,4.2,30.7,,32,,,22.2,,1126146,,,PENTICTON A,,0,,15,0,,1126146.2012.7.25,2012-07-25 00:00:00,,7,,BC,2012,0,,0,25,
-119.60222222222222,49.4625,,,,14.8,4.1,29.3,,52,,,22.1,,1126146,,,PENTICTON A,,0.8,,17,0.8,,1126146.2012.7.26,2012-07-26 00:00:00,,7,,BC,2012,0,,0,26,
-119.60222222222222,49.4625,,,,13.1,4.9,32.6,,59,,,22.9,,1126146,,,PENTICTON A,,1.8,,30,1.8,,1126146.2012.7.27,2012-07-27 00:00:00,,7,,BC,2012,0,,0,27,
-119.60222222222222,49.4625,,,,13.1,4.2,31.3,,37,,,22.2,,1126146,,,PENTICTON A,,0,,17,0,,1126146.2012.7.29,2012-07-29 00:00:00,,7,,BC,2012,0,,0,29,
-119.60222222222222,49.4625,,,,18.6,4.6,26.6,,46,,,22.6,,1126146,,,PENTICTON A,,0.2,,36,0.2,,1126146.2012.8.2,2012-08-02 00:00:00,,8,,BC,2012,0,,0,2,
-119.60222222222222,49.4625,,,,10.7,2,29.2,,0,,,20,,1126146,,,PENTICTON A,,0,,0,0,,1126146.2012.8.3,2012-08-03 00:00:00,,8,,BC,2012,0,,0,3,
-119.60222222222222,49.4625,,,,13.6,4.8,32,,0,,,22.8,,1126146,,,PENTICTON A,,0,,0,0,,1126146.2012.8.4,2012-08-04 00:00:00,,8,,BC,2012,0,,0,4,
-119.60222222222222,49.4625,,,,14.3,7.2,36.1,,0,,,25.2,,1126146,,,PENTICTON A,,0,,0,0,,1126146.2012.8.5,2012-08-05 00:00:00,,8,,BC,2012,0,,0,5,
-119.60222222222222,49.4625,,,,16.2,6.6,33,,48,,,24.6,,1126146,,,PENTICTON A,,0.2,,18,0.2,,1126146.2012.8.6,2012-08-06 00:00:00,,8,,BC,2012,0,,0,6,
-119.60222222222222,49.4625,,,,13.4,4.4,31.3,,33,,,22.4,,1126146,,,PENTICTON A,,0,,35,0,,1126146.2012.8.7,2012-08-07 00:00:00,,8,,BC,2012,0,,0,7,
-119.60222222222222,49.4625,,,,18,7.5,32.9,,44,,,25.5,,1126146,,,PENTICTON A,,0,,1,0,,1126146.2012.8.8,2012-08-08 00:00:00,,8,,BC,2012,0,,0,8,
-119.60222222222222,49.4625,,,,10.7,2.5,30.3,,0,,,20.5,,1126146,,,PENTICTON A,,0,,0,0,,1126146.2012.8.9,2012-08-09 00:00:00,,8,,BC,2012,0,,0,9,
-119.60222222222222,49.4625,,,,11.8,3.6,31.4,,0,,,21.6,,1126146,,,PENTICTON A,,0,,0,0,,1126146.2012.8.10,2012-08-10 00:00:00,,8,,BC,2012,0,,0,10,
-119.60222222222222,49.4625,,,,14.3,5.1,31.8,,0,,,23.1,,1126146,,,PENTICTON A,,0,,0,0,,1126146.2012.8.11,2012-08-11 00:00:00,,8,,BC,2012,0,,0,11,
-119.60222222222222,49.4625,,,,13.6,4.2,30.7,,0,,,22.2,,1126146,,,PENTICTON A,,0,,0,0,,1126146.2012.8.12,2012-08-12 00:00:00,,8,,BC,2012,0,,0,12,
-119.60222222222222,49.4625,,,,11.1,5.2,35.2,,0,,,23.2,,1126146,,,PENTICTON A,,0,,0,0,,1126146.2012.8.13,2012-08-13 00:00:00,,8,,BC,2012,0,,0,13,
-119.60222222222222,49.4625,,,,12.9,4.3,31.6,,44,,,22.3,,1126146,,,PENTICTON A,,0,,34,0,,1126146.2012.8.14,2012-08-14 00:00:00,,8,,BC,2012,0,,0,14,
-119.60222222222222,49.4625,,,,15.9,4.8,29.6,,39,,,22.8,,1126146,,,PENTICTON A,,0,,34,0,,1126146.2012.8.15,2012-08-15 00:00:00,,8,,BC,2012,0,,0,15,
-119.60222222222222,49.4625,,,,11.3,3,30.6,,0,,,21,,1126146,,,PENTICTON A,,0,,0,0,,1126146.2012.8.16,2012-08-16 00:00:00,,8,,BC,2012,0,,0,16,
-119.60222222222222,49.4625,,,,11.7,3.7,31.6,,0,,,21.7,,1126146,,,PENTICTON A,,0,,0,0,,1126146.2012.8.17,2012-08-17 00:00:00,,8,,BC,2012,0,,0,17,
-119.60222222222222,49.4625,,,,13.1,5,32.8,,0,,,23,,1126146,,,PENTICTON A,,0,,0,0,,1126146.2012.8.18,2012-08-18 00:00:00,,8,,BC,2012,0,,0,18,
-119.60222222222222,49.4625,,,,13.1,6,34.9,,0,,,24,,1126146,,,PENTICTON A,,0,,0,0,,1126146.2012.8.19,2012-08-19 00:00:00,,8,,BC,2012,0,,0,19,
-119.60222222222222,49.4625,,,,16.2,7.2,34.1,,50,,,25.2,,1126146,,,PENTICTON A,,0,,18,0,,1126146.2012.8.20,2012-08-20 00:00:00,,8,,BC,2012,0,,0,20,
-119.60222222222222,49.4625,,,,14.7,4.9,31.1,,52,,,22.9,,1126146,,,PENTICTON A,,2,,29,2,,1126146.2012.8.21,2012-08-21 00:00:00,,8,,BC,2012,0,,0,21,
-119.60222222222222,49.4625,,,,9.1,0.5,27.8,,39,,,18.5,,1126146,,,PENTICTON A,,0,,2,0,,1126146.2012.8.22,2012-08-22 00:00:00,,8,,BC,2012,0,,0,22,
-119.60222222222222,49.4625,,,,7.9,0,25,,70,,,16.5,,1126146,,,PENTICTON A,,0,,33,0,,1126146.2012.8.23,2012-08-23 00:00:00,,8,,BC,2012,1.5,,0,23,
-119.60222222222222,49.4625,,T,,10.3,0,22.8,,46,,,16.6,T,1126146,,,PENTICTON A,,0,,1,0,,1126146.2012.8.24,2012-08-24 00:00:00,,8,,BC,2012,1.4,,0,24,
-119.60222222222222,49.4625,,,,7.2,0,25.3,,0,,,16.3,,1126146,,,PENTICTON A,,0,,0,0,,1126146.2012.8.25,2012-08-25 00:00:00,,8,,BC,2012,1.7,,0,25,
-119.60222222222222,49.4625,,,,9.9,0.5,27,,0,,,18.5,,1126146,,,PENTICTON A,,0,,0,0,,1126146.2012.8.26,2012-08-26 00:00:00,,8,,BC,2012,0,,0,26,
-119.60222222222222,49.4625,,,,13.1,3.3,29.4,,54,,,21.3,,1126146,,,PENTICTON A,,0,,17,0,,1126146.2012.8.27,2012-08-27 00:00:00,,8,,BC,2012,0,,0,27,
-119.60222222222222,49.4625,,,,12.9,0.8,24.6,,56,,,18.8,,1126146,,,PENTICTON A,,1.6,,2,1.6,,1126146.2012.8.28,2012-08-28 00:00:00,,8,,BC,2012,0,,0,28,
-119.60222222222222,49.4625,,,,8,0,24.8,,33,,,16.4,,1126146,,,PENTICTON A,,0,,2,0,,1126146.2012.8.29,2012-08-29 00:00:00,,8,,BC,2012,1.6,,0,29,
-119.60222222222222,49.4625,,,,10.2,0,25.8,,41,,,18,,1126146,,,PENTICTON A,,0,,16,0,,1126146.2012.8.30,2012-08-30 00:00:00,,8,,BC,2012,0,,0,30,
-119.60222222222222,49.4625,,,,9.5,0,25.5,,39,,,17.5,,1126146,,,PENTICTON A,,0,,36,0,,1126146.2012.8.31,2012-08-31 00:00:00,,8,,BC,2012,0.5,,0,31,
-119.60222222222222,49.4625,,,,10.5,0.1,25.6,,37,,,18.1,,1126146,,,PENTICTON A,,0,,32,0,,1126146.2012.9.1,2012-09-01 00:00:00,,9,,BC,2012,0,,0,1,
-119.60222222222222,49.4625,,,,5.7,0,25.2,,0,,,15.5,,1126146,,,PENTICTON A,,0,,0,0,,1126146.2012.9.2,2012-09-02 00:00:00,,9,,BC,2012,2.5,,0,2,
-119.60222222222222,49.4625,,,,8.3,0,24.5,,0,,,16.4,,1126146,,,PENTICTON A,,0,,0,0,,1126146.2012.9.3,2012-09-03 00:00:00,,9,,BC,2012,1.6,,0,3,
-119.60222222222222,49.4625,,,,12.8,1.4,25.9,,33,,,19.4,,1126146,,,PENTICTON A,,0,,35,0,,1126146.2012.9.4,2012-09-04 00:00:00,,9,,BC,2012,0,,0,4,
-119.60222222222222,49.4625,,,,7,0,23.6,,50,,,15.3,,1126146,,,PENTICTON A,,0.2,,32,0.2,,1126146.2012.9.5,2012-09-05 00:00:00,,9,,BC,2012,2.7,,0,5,
-119.60222222222222,49.4625,,,,6.9,0,24.5,,0,,,15.7,,1126146,,,PENTICTON A,,0,,0,0,,1126146.2012.9.6,2012-09-06 00:00:00,,9,,BC,2012,2.3,,0,6,
-119.60222222222222,49.4625,,,,6,0,26.1,,0,,,16.1,,1126146,,,PENTICTON A,,0,,0,0,,1126146.2012.9.7,2012-09-07 00:00:00,,9,,BC,2012,1.9,,0,7,
-119.60222222222222,49.4625,,,,5.9,0,30.1,,37,,,18,,1126146,,,PENTICTON A,,0,,16,0,,1126146.2012.9.8,2012-09-08 00:00:00,,9,,BC,2012,0,,0,8,
-119.60222222222222,49.4625,,,,14.9,4.1,29.3,,48,,,22.1,,1126146,,,PENTICTON A,,3,,1,3,,1126146.2012.9.9,2012-09-09 00:00:00,,9,,BC,2012,0,,0,9,
-119.60222222222222,49.4625,,,,3.6,0,19.9,,37,,,11.8,,1126146,,,PENTICTON A,,0,,35,0,,1126146.2012.9.11,2012-09-11 00:00:00,,9,,BC,2012,6.2,,0,11,
-119.60222222222222,49.4625,,,,0.7,0,21,,0,,,10.9,,1126146,,,PENTICTON A,,0,,0,0,,1126146.2012.9.12,2012-09-12 00:00:00,,9,,BC,2012,7.1,,0,12,
-119.60222222222222,49.4625,,,,4,0,23.7,,0,,,13.9,,1126146,,,PENTICTON A,,0,,0,0,,1126146.2012.9.13,2012-09-13 00:00:00,,9,,BC,2012,4.1,,0,13,
-119.60222222222222,49.4625,,,,3.6,0,27.4,,0,,,15.5,,1126146,,,PENTICTON A,,0,,0,0,,1126146.2012.9.14,2012-09-14 00:00:00,,9,,BC,2012,2.5,,0,14,
-119.60222222222222,49.4625,,,,4.9,0,26.5,,0,,,15.7,,1126146,,,PENTICTON A,,0,,0,0,,1126146.2012.9.15,2012-09-15 00:00:00,,9,,BC,2012,2.3,,0,15,
-119.60222222222222,49.4625,,,,9.4,0,25.3,,37,,,17.4,,1126146,,,PENTICTON A,,0,,1,0,,1126146.2012.9.16,2012-09-16 00:00:00,,9,,BC,2012,0.6,,0,16,
-119.60222222222222,49.4625,,,,7.1,0,24.8,,33,,,16,,1126146,,,PENTICTON A,,0,,35,0,,1126146.2012.9.17,2012-09-17 00:00:00,,9,,BC,2012,2,,0,17,
-119.60222222222222,49.4625,,,,3.8,0,24.4,,0,,,14.1,,1126146,,,PENTICTON A,,0,,0,0,,1126146.2012.9.18,2012-09-18 00:00:00,,9,,BC,2012,3.9,,0,18,
-119.60222222222222,49.4625,,,,7.1,0,26,,33,,,16.6,,1126146,,,PENTICTON A,,0,,35,0,,1126146.2012.9.19,2012-09-19 00:00:00,,9,,BC,2012,1.4,,0,19,
-119.60222222222222,49.4625,,,,9.2,0,25.5,,0,,,17.4,,1126146,,,PENTICTON A,,0,,0,0,,1126146.2012.9.20,2012-09-20 00:00:00,,9,,BC,2012,0.6,,0,20,
-119.60222222222222,49.4625,,,,6.4,0,25.2,,0,,,15.8,,1126146,,,PENTICTON A,,0,,0,0,,1126146.2012.9.21,2012-09-21 00:00:00,,9,,BC,2012,2.2,,0,21,
-119.60222222222222,49.4625,,,,7.2,0,24.9,,0,,,16.1,,1126146,,,PENTICTON A,,0,,0,0,,1126146.2012.9.22,2012-09-22 00:00:00,,9,,BC,2012,1.9,,0,22,
-119.60222222222222,49.4625,,,,8,0,23.9,,0,,,16,,1126146,,,PENTICTON A,,0,,0,0,,1126146.2012.9.23,2012-09-23 00:00:00,,9,,BC,2012,2,,0,23,
-119.60222222222222,49.4625,,,,6.2,0,25.7,,32,,,16,,1126146,,,PENTICTON A,,0,,16,0,,1126146.2012.9.24,2012-09-24 00:00:00,,9,,BC,2012,2,,0,24,
-119.60222222222222,49.4625,,,,13,0.8,24.6,,35,,,18.8,,1126146,,,PENTICTON A,,0,,36,0,,1126146.2012.9.25,2012-09-25 00:00:00,,9,,BC,2012,0,,0,25,
-119.60222222222222,49.4625,,,,6.8,0,21.9,,0,,,14.4,,1126146,,,PENTICTON A,,0,,0,0,,1126146.2012.9.26,2012-09-26 00:00:00,,9,,BC,2012,3.6,,0,26,
-119.60222222222222,49.4625,,,,4.7,0,22.4,,32,,,13.6,,1126146,,,PENTICTON A,,0,,3,0,,1126146.2012.9.27,2012-09-27 00:00:00,,9,,BC,2012,4.4,,0,27,
-119.60222222222222,49.4625,,,,4.6,0,24,,0,,,14.3,,1126146,,,PENTICTON A,,0,,0,0,,1126146.2012.9.28,2012-09-28 00:00:00,,9,,BC,2012,3.7,,0,28,
-119.60222222222222,49.4625,,,,8.3,0,25.6,,37,,,17,,1126146,,,PENTICTON A,,0,,36,0,,1126146.2012.9.29,2012-09-29 00:00:00,,9,,BC,2012,1,,0,29,
-119.60222222222222,49.4625,,,,5.4,0,22.1,,0,,,13.8,,1126146,,,PENTICTON A,,0,,0,0,,1126146.2012.9.30,2012-09-30 00:00:00,,9,,BC,2012,4.2,,0,30,
