"Month","LOCAL_YEAR","max_EHF","Station"
"01",1938,-8.22139999999994,"FortNelson"
"01",1939,-19.455,"FortNelson"
"01",1940,-11.21,"FortNelson"
"01",1941,-10.9983333333333,"FortNelson"
"01",1942,7.56042222222235,"FortNelson"
"01",1943,70.1779333333336,"FortNelson"
"01",1944,-7.03166666666665,"FortNelson"
"01",1945,-10.2433333333333,"FortNelson"
"01",1946,-13.355,"FortNelson"
"01",1947,121.652366666667,"FortNelson"
"01",1948,61.4631000000001,"FortNelson"
"01",1949,49.2310444444446,"FortNelson"
"01",1950,-18.2766666666667,"FortNelson"
"01",1951,-12.0666666666667,"FortNelson"
"01",1952,-18.3316666666667,"FortNelson"
"01",1953,-11.1216666666667,"FortNelson"
"01",1954,98.2180666666669,"FortNelson"
"01",1955,-10.8007611111111,"FortNelson"
"01",1956,-18.2033944444444,"FortNelson"
"01",1957,-12.465,"FortNelson"
"01",1958,-13.0433333333333,"FortNelson"
"01",1959,-17.2983333333333,"FortNelson"
"01",1960,-7.87666666666666,"FortNelson"
"01",1961,-11.5766666666667,"FortNelson"
"01",1962,-14.565,"FortNelson"
"01",1963,-15.01,"FortNelson"
"01",1964,-10.665,"FortNelson"
"01",1965,-18.61,"FortNelson"
"01",1966,-20.8333333333333,"FortNelson"
"01",1967,8.14533333333336,"FortNelson"
"01",1968,-13.6883333333333,"FortNelson"
"01",1969,-19.8666666666667,"FortNelson"
"01",1970,14.0983722222223,"FortNelson"
"01",1971,-12.465,"FortNelson"
"01",1972,-15.8558999999997,"FortNelson"
"01",1973,-13.1433333333333,"FortNelson"
"01",1974,-8.05555555555556,"FortNelson"
"01",1975,-6.78823333333319,"FortNelson"
"01",1976,90.1770222222224,"FortNelson"
"01",1977,96.0534444444444,"FortNelson"
"01",1978,-11.51,"FortNelson"
"01",1979,-16.71,"FortNelson"
"01",1980,15.9542166666669,"FortNelson"
"01",1981,100.13795,"FortNelson"
"01",1982,-17.6883333333333,"FortNelson"
"01",1983,-11.3842444444444,"FortNelson"
"01",1984,-11.7766666666667,"FortNelson"
"01",1985,26.8360555555557,"FortNelson"
"01",1986,0.973700000000026,"FortNelson"
"01",1987,60.164,"FortNelson"
"01",1988,-7.70999999999999,"FortNelson"
"01",1989,-12.2766666666667,"FortNelson"
"01",1990,-9.6,"FortNelson"
"01",1991,31.4237000000002,"FortNelson"
"01",1992,-7.24333333333333,"FortNelson"
"01",1993,154.373527777778,"FortNelson"
"01",1994,-14.1883333333333,"FortNelson"
"01",1995,-9.83333333333333,"FortNelson"
"01",1996,-15.655,"FortNelson"
"01",1997,-Inf,"FortNelson"
"01",1998,-Inf,"FortNelson"
"01",1999,-13.0766666666667,"FortNelson"
"01",2000,20.784777777778,"FortNelson"
"01",2001,4.98493333333343,"FortNelson"
